Year,Country Name,Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (annual % growth)","Agriculture, forestry, and fishing, value added (constant 2015 US$)","Agriculture, forestry, and fishing, value added (current US$)","Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",Employment in agriculture (% of total employment) (modeled ILO estimate),Employment in industry (% of total employment) (modeled ILO estimate),Employment in services (% of total employment) (modeled ILO estimate),"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",GDP (constant 2015 US$),GDP (current US$),"Industry (including construction), value added (% of GDP)","Industry (including construction), value added (annual % growth)","Industry (including construction), value added (constant 2015 US$)","Industry (including construction), value added (current US$)","Industry (including construction), value added per worker (constant 2015 US$)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total",Manufactures exports (% of merchandise exports),Manufactures imports (% of merchandise imports),"Manufacturing, value added (% of GDP)","Manufacturing, value added (annual % growth)","Manufacturing, value added (constant 2015 US$)","Manufacturing, value added (current US$)",Merchandise exports (current US$),Merchandise exports by the reporting economy (current US$),Merchandise imports (current US$),Merchandise imports by the reporting economy (current US$),"Official exchange rate (LCU per US$, period average)","Service exports (BoP, current US$)","Service imports (BoP, current US$)","Services, value added (% of GDP)","Services, value added (annual % growth)","Services, value added (constant 2015 US$)","Services, value added (current US$)","Services, value added per worker (constant 2015 US$)"
1986,Burundi,,81.07476635514018,20820.0,140.0,1.5053763440860215,,,52.519588049649784,4.1284026687974205,1145639787.1214154,631141280.5465534,,,,,,2052565866.6250725,1201725497.065779,12.12884745738005,1.3235438223091052,446516792.47248507,145755452.39555052,,,,,,7.866342082054796,,,94531838.48646754,154000000.0,169100000.0,202000000.0,204799000.0,114.171083333167,11736772.2270769,102880691.477049,25.090706335959652,,,301521415.43312603,
1987,Burundi,,81.46417445482867,20920.0,150.0,1.6129032258064515,,,50.55635031901805,5.19787518763988,1205188713.3559299,572028164.454516,,,,,,2165520539.181959,1131466494.0110068,15.711353037109097,7.410800082900181,479607259.2991991,177768695.3706701,,,,,,10.589968813481732,,,119821948.85076076,91000000.0,87490000.0,212000000.0,219124000.0,123.563833333333,11912870.945247,132077482.219042,25.46715401562187,,,288152314.6649401,
1988,Burundi,,81.97040498442367,21050.0,160.0,1.7204301075268817,,,48.21563001763576,1.5866885379918472,1224311304.53192,521887531.6072509,,,,,,2274468405.191231,1082403219.4878733,14.814692953594271,0.5553706648558858,482270857.3238662,160354713.48694754,,,,,,9.788765760311653,,,105953915.73773994,133000000.0,101220000.0,204000000.0,205737383.8,140.395,11923501.5492005,114875885.893372,25.85454449738096,,,279850422.0235763,
1989,Burundi,,81.97040498442367,21050.0,163.0,1.752688172043011,,,47.12209252983145,-2.1728748060338745,1197708552.6483212,524904359.444623,,,,,,2305162407.188178,1113924130.4114907,17.26291847484766,0.7191665102525633,485739187.81844735,192295814.50459138,,,,,,11.681933655081107,,,130127877.88260949,78000000.0,77548739.5,187000000.0,181495610.8,158.666666666667,15315126.0504201,92615546.2184872,23.400643872741778,,,260665418.77012864,
1990,Burundi,,82.16510903426791,21100.0,163.0,1.752688172043011,,,51.056850184136415,5.566252718591343,1264376037.5209093,578015240.4309363,,,,,,2385838991.388294,1132101252.5181746,17.32687566407741,7.48808806628935,522111765.9747713,196157776.41528714,,90.122,2546372.0,,,11.819804206769206,,,133812151.47003007,75000000.0,74646398.05,231000000.0,234616228.7,171.255416666667,16688523.2340583,129214599.051611,22.987136240316076,,,260237657.29467753,
1991,Burundi,,82.16510903426791,21100.0,165.0,1.7741935483870968,,,48.5979103153404,2.1297310437221313,1291303846.501376,567331265.5291908,554.3591546751069,91.37289,2.415699,6.21141,87.243,2505055463.6987014,1167398478.3459036,17.534851673918585,9.279663720260388,570561982.101143,204701591.62153673,8919.615865195095,89.587,2568641.0,,,12.707953826841218,,,148352459.60344437,90000000.0,91990867.48,255000000.0,247695546.29999998,181.512583333333,25656623.4388709,141311965.974811,23.348497862178974,,,272570008.75970316,
1992,Burundi,,82.55451713395638,21200.0,170.0,1.827956989247312,,,48.004521705755934,3.1399999985308114,1331850787.2625473,519907053.66701394,569.9785538559601,91.3977,2.389902,6.212398,86.641,2530356483.0746117,1083037670.60484,18.986006151784686,8.569997556551769,619459130.0258243,205625598.7671805,9808.832334919083,89.035,2622016.0,,,8.599290936423284,,,93133560.24637188,72000000.0,73713890.68,221000000.0,223524412.2,208.302666666667,17470731.691705,137337656.102978,22.68145958773929,,,245648751.57822978,
1993,Burundi,,82.67133956386293,21230.0,,,4.928179754779667,2.0891177417254947,47.16981169331137,-4.3799999880979215,1273515722.9389656,442751235.58484346,543.2679553829212,91.62669,2.357668,6.015683,85.819,2372462238.495572,938632612.0263591,20.123412708302514,-14.020000008409681,532610959.94410914,188884914.33278418,8549.438851926256,88.302,2410298.0,3.389253031234813,67.55417350784053,8.424747762898404,,,79077429.98352553,68000000.0,61863003.54,196000000.0,197127440.5,242.78,14642886.5639674,114832358.513881,22.351357262976933,,,209797128.5008237,
1994,Burundi,,80.72429906542055,20730.0,,,2.757026731702259,1.6797205841946354,40.732325452444144,-9.730000006432675,1149602643.015083,376786470.51606286,489.05848971340254,91.77372,2.327616,5.898704,85.089,2281596934.851386,925030590.153683,19.5729092024609,-18.470000001410966,434237715.6349172,181055397.50576854,7098.301707600957,87.558,2394789.0,1.6422827095793169,59.58698522517651,9.351748292164618,,,86506532.41669734,120000000.0,118870034.1,224000000.0,233271289.1,252.6625,14925048.2362836,93923712.4622768,26.770379653169723,,,247634200.89209735,
1995,Burundi,,79.32242990654206,20370.0,,,2.7261109930326346,1.9337788818429675,42.02269312836133,-6.77000001553013,1071774543.9044272,420406953.9314056,454.6005836923889,92.10586,2.281696,5.612448,84.422,2100894457.5256484,1000428393.885281,16.800672232459508,-16.590000014721298,362197678.547159,168078695.37712505,6085.804854294964,86.936,2628505.0,2.2053273506441644,64.14692097070296,8.258459740035581,,,82619976.13690051,105000000.0,104030509.60000001,234000000.0,233026435.60000002,249.7575,16447954.5158804,83336836.7316297,28.460969995785902,,,284731625.0130126,
1996,Burundi,,77.60903426791276,19930.0,,,1.6082965693899376,1.6836234307688838,53.380921512732805,1.510000003036069,1087958339.549924,463898280.75970274,460.59529826441184,92.52035,2.232542,5.247151,83.585,1932822900.9668553,869033856.3170933,11.78259217027746,3.8800000228116147,376250948.5574119,102394715.11147812,6510.395278834214,86.11,2575028.0,0.9318762074480345,67.06631576905386,6.2713797035347785,,,54500412.88191577,39000000.0,37304787.28,127000000.0,124995265.6,302.746666666667,10520347.044834,38368713.115476,28.1245516913721,,,244411876.13542527,
1997,Burundi,,76.01246105919003,19520.0,,,0.3129016296300434,2.331962249971452,42.42186414819136,3.3300000026465,1124187352.2857292,412720733.0779055,475.9150582987122,92.59169,2.203632,5.20472,82.723,1902091016.9022062,972896267.915425,13.890431563593934,-1.0508517082476345,372297109.0371984,135139490.27955157,6556.38318616296,85.19,2527375.0,0.31833621238209747,66.58596825716583,9.744337922987164,,339565101.06632155,94802299.98580956,86000000.0,87311273.56,121000000.0,122747161.5,352.350833333333,5229446.97638008,34720792.0136417,32.57208284714119,,1095778903.7201133,316892578.40215695,7889.523302092722
1998,Burundi,,74.49376947040498,19130.0,,,0.19599342210531476,1.471143747787776,44.53870404797601,1.930000007797645,1145884168.2725039,398073904.5520448,485.1696264567744,92.21496,2.195539,5.589503,81.854,1992440340.111785,893770739.5420605,14.691284707646176,-1.5899999716960167,366377585.1088819,131306403.97975887,6501.852434478171,84.263,2574722.0,0.18313498835087408,61.332474595113084,10.306147951024487,-1.589999999730594,334166015.96028185,92113334.76017047,65000000.0,63950390.74,158000000.0,156954360.4,447.765833333333,4451433.87819899,41349291.5753957,33.49822588705647,-1.5900000076052407,1078356019.067627,299397341.2442146,7531.49600483274
1999,Burundi,,73.48130841121495,18870.0,,,0.334089608660364,2.224645494842669,47.63530412823891,-1.0400000059616588,1133966972.854156,384930042.94130176,477.8555715299189,92.06852,2.220132,5.711309,81.152,1972316692.746428,808077223.3657464,16.119610540184453,4.58999996032054,383194316.1200029,130258901.27049473,6661.178150626496,83.629,2652842.0,0.18919968078392005,68.4465321344216,11.308139108476064,4.590000024116648,349504236.17344844,91378496.52210945,54000000.0,54958411.89,118000000.0,117656515.5,563.5625,4441388.48841078,24875856.7150937,35.713394817742646,4.590000035455105,1127852560.7251635,288591809.2128611,7551.10703038229
2000,Burundi,,72.702492211838,18670.0,,,7.142575627145751,2.403808100519458,44.10704010936864,-5.17865009221056,1075242791.168807,383945638.22554016,448.6945436246631,91.91463,2.25378,5.831591,80.509,1955416619.8879838,870486065.8831366,15.539570689424757,-6.2301518073790305,359320728.5084788,135269797.54950255,6087.955901777129,82.998,2711922.0,0.4525752582251615,59.993427344921216,10.901232782225629,-6.230151801356413,327729591.7076714,94893712.37875865,50000000.0,46468349.0,148000000.0,124553100.0,720.673333333333,3975032.608394,42628467.8217593,32.12899770279986,-6.23015181131052,1057585633.9842328,279678448.11078584,6771.923153742384
2001,Burundi,,72.07943925233646,18510.0,,,0.7157798302678822,2.5319032395830843,43.84314205827972,-3.442938187432958,1038222846.5040362,384414355.99446017,422.9063429098781,91.6497,2.292545,6.057759,79.932,1995616213.7575457,876794723.0685855,15.573191075672261,-6.230151807770795,336934501.64561266,136544917.56488228,5458.803316502472,82.406,2789039.0,0.691446309692797,69.70836250339457,10.924817959528946,-6.230151792119784,307311540.6765891,95788227.37399891,39000000.0,34461221.0,139000000.0,116081694.0,830.353333333333,5231387.44149077,38222644.1755719,34.99861276648901,-6.230151791950959,991696443.6571482,306865989.88378394,5941.117956714043
2002,Burundi,,71.41744548286604,18340.0,,,1.327897765787762,2.455719135560301,43.33361124212516,4.234388388199079,1082185234.160033,357673252.38898045,428.7125804904,91.29282,2.338532,6.368605,79.384,2084351676.0962427,825394519.7193298,15.8040004931229,-6.230151778118298,315942970.8002445,130445353.96665227,4855.762345211356,81.851,2877511.0,1.659213318616397,71.010860390523,11.086734100799504,-6.230151832457679,288165565.09377265,91509295.68385321,30000000.0,28380062.0,129000000.0,107646203.0,930.749166666667,7511046.2091917,42689159.8971796,35.50594768364534,-6.230151836766439,929912249.457495,293064146.355221,5183.027720317503
2003,Burundi,,71.3785046728972,18330.0,,,0.3202377959897373,1.3067999722061592,42.841283700539385,-3.5138261431810918,1044159126.4844723,336156027.6920804,400.6522177023833,91.1675,2.393147,6.439325,78.799,2058844881.8462377,784654423.6204764,15.741712307225333,-6.230151802031926,296259244.1115399,123518041.97225252,4289.06775735299,81.342,2979746.0,3.150749218391686,63.091604507582474,11.04303804233396,-6.23015178256901,270212413.0033329,86649686.50126545,38000000.0,35389524.0,157000000.0,146187057.0,1082.62,7307273.09674678,45272210.0090521,33.82656159615402,-6.2301517698935385,871977304.9894621,265421611.92292774,4568.135918005294
2004,Burundi,,71.96261682242991,18480.0,,,0.5540811270789723,1.144199573067534,41.90260496890339,-0.23933831614077405,1041660053.613314,383516660.67162615,386.6853531235005,91.13886,2.42774,6.433367,78.406,2158362397.410615,915257323.3960996,16.32301915711288,-6.230151831830781,277801843.38755673,149397628.2348239,3830.0202490208776,80.909,3109670.0,2.4517559801872495,72.21152286462586,11.450833172751398,-6.230151799085434,253377769.4932536,104804589.20347711,47000000.0,45932411.0,176000000.0,169726582.0,1100.9,15775819.7838132,86626033.2455264,33.97993703176033,-6.23015181241648,817651795.1188009,311003862.1685696,3963.370786065243
2005,Burundi,,70.83333333333334,18190.0,,,2.2004288443360887,1.35433546638531,40.84812339229493,-6.560406974805588,973322914.8023026,456319729.38284576,349.48721831038745,90.76436,2.517987,6.717655,77.949,2177787659.006777,1117113080.0807366,16.933003598610878,1.5509189275853856,282110324.75783545,189160798.05062392,3601.2011885003526,80.517,3235531.0,3.2407743165145053,82.4035559260095,11.88501660260676,-2.1769202116731208,247861937.6172684,132769075.03748727,58000000.0,58591109.0,269000000.0,264264248.0,1081.57716666667,34792616.8929539,134080770.627708,34.01465266949391,-2.1769202043311395,799852167.9897835,379982134.1149479,3622.086580503421
2006,Burundi,,70.95015576323988,18220.0,,,2.347087219292159,1.047228804805016,40.637682265821816,3.189172213273352,1004363858.7465999,517470118.4320383,349.31287300014077,90.26334,2.590344,7.146318,77.635,2295688882.8911505,1273375078.4484448,15.315291243606383,5.36824509267224,297254698.4225697,195021101.88788056,3561.787795436693,80.185,3353085.0,0.48411713878176177,71.31793792912897,10.367203603328498,6.400000000000006,263725101.6247736,132013387.01679426,58000000.0,57988585.0,431000000.0,430172230.0,1028.683553,34491170.6778304,202225941.489316,35.70226734865257,7.4772495011922615,859659110.2310752,454623774.8587781,3594.218493991553
2007,Burundi,,71.06697819314641,18250.0,,,4.208359158359283,0.9012993351325219,34.93417191975905,-9.338975229979283,910566566.7593908,473777025.35813504,306.5681864288849,89.73049,2.685837,7.58367,77.977,2374934882.313874,1356199386.7962928,17.156194218906226,8.336773744636446,322036150.0753607,232672200.79438728,3581.9481257147695,79.913,3475185.0,20.67287133122175,57.5997982429493,11.109361784204395,3.0,271636854.6735168,150665096.3943617,59000000.0,56542859.0,319000000.0,319909333.0,1081.8696825,30795298.6749862,182131825.290335,39.918867581178425,16.77503339295012,1003867213.0378759,541379437.3519659,3899.4063901415125
2008,Burundi,,71.18380062305296,18280.0,,,3.2792546986067443,1.585898363032869,38.004823301706466,1.9641646614961843,928451593.4830778,612575369.2116218,302.83624246970936,89.31937,2.777041,7.903592,78.374,2490397480.1959214,1611835856.5927505,15.415205278109024,4.844849216645898,337638315.9696034,248467806.03993946,3504.844313090456,79.673,3624218.0,10.314680133520325,82.88744877531782,9.622533996742257,-6.999999974582863,252622274.91541296,155099453.2723192,57000000.0,65699341.00000001,403000000.0,401334413.0,1185.69083333333,83324250.4896937,258775214.730654,38.321440774323584,6.603632754111516,1070158917.1258315,617678723.1635021,3844.8090385750215
2009,Burundi,,71.3006230529595,18310.0,,,3.585219807485602,1.3645777393499947,36.72136413767865,-1.176952879403217,917524155.7197137,654174629.0343869,290.62120955616655,88.90606,2.883348,8.210623,78.286,2585349994.7253947,1781455140.3420186,16.919528963832683,9.040602461794805,368162853.8751139,301413818.447854,3553.713819650773,79.579,3823894.0,15.311321464195677,81.13183978384787,9.490401362714001,0.8000000043728335,254643253.12578303,169067242.91515756,67000000.0,68356526.0,402000000.0,401289013.0,1230.17916666667,49931995.0007281,176634108.175299,37.839452176559625,5.364914188652222,1127572024.711842,674092865.8765812,3766.030124374497
2010,Burundi,,71.3785046728972,18330.0,,,4.3570388896715615,1.4429132065919663,38.430545287633535,1.615687016255734,932348474.3746872,780960635.0607849,286.92823489818454,88.35996,2.98831,8.65173,78.23,2717827464.8702855,2032135191.4621105,15.386156277750878,1.3644245858598794,373186158.36938936,312667496.33353233,3354.9084124524397,79.506,3999715.0,5.305811374074488,82.0082274926642,9.245838978635748,-1.330666666442525,251254800.23809338,187887947.63077798,101000000.0,92331390.0,509000000.0,508846605.0,1230.74833333333,79491555.9503773,168347820.90571,36.9511248689049,5.7759389957005,1192699896.9917831,750896812.1021242,3692.2716638651586
2011,Burundi,,73.32554517133957,18830.0,,,3.3913478050293335,0.7470180687880985,36.70457600440356,-1.3581714498443205,919685583.582671,820648548.0622348,276.190575596395,87.78889,3.10609,9.105044,78.065,2827426574.904577,2235820808.729078,14.80968131613238,1.8555878245061592,380110955.28683406,331117936.5725502,3200.240630532604,79.336,4113261.0,8.62399695427515,41.90720452140976,9.318993014448488,-1.0000000604538144,248742252.08381933,208355984.98104843,123000000.0,113340666.0,752000000.0,752311372.0,1261.07333333333,111682402.820878,212851142.677402,37.99415080648079,6.9787364583826275,1275935279.5422409,849481129.8312042,3686.8070934784364
2012,Burundi,,75.27258566978193,19330.0,,,2.3629817311858736,0.9431212121242631,35.42003257416088,2.134247673942369,939313951.7578675,826470260.7312189,275.62685418310286,87.20343,3.234386,9.562181,77.934,2953153931.418485,2333341334.457535,15.750813017067266,5.273086075802439,400154533.1426637,367520230.64034843,3151.888036679727,79.193,4228184.0,7.032185121537669,50.22960951276478,8.830567739340163,-2.3999999683575055,242772438.1125159,206047287.1292963,134000000.0,117617291.0,751000000.0,728595077.0,1442.505625,89458715.2823061,214279580.365588,38.84958902009532,6.962924095600826,1364777684.5657594,906493518.87276,3673.73467138317
2013,Burundi,,79.16666666666666,20330.0,,,0.9062117894211132,1.023010196478687,38.36740004055113,8.415914339701857,1018365809.3186783,940617723.8307108,292.2098843943488,86.72589,3.363348,9.910761,77.833,3098572838.992027,2451606631.7669597,15.584800513892432,2.435906271536865,409901922.51132494,382078002.94623816,3026.288610257971,79.08,4347855.0,8.253291356776868,59.750771147132085,9.545819960335436,9.999999992890224,267049681.90650693,234025955.20411772,94000000.0,205748674.0,811000000.0,721660475.0,1555.09083333333,127011166.014419,238158757.071533,36.02377565626073,2.828235294117647,1403376808.7268898,883161273.0017397,3519.8397710283716
2014,Burundi,,79.16666666666666,20330.0,,,0.31784115763498544,0.6989074129095303,34.95819234365408,-3.5796934457817287,981911435.1884155,945892941.0395535,275.4829663898507,86.18505,3.49668,10.31827,77.713,3229972474.7205114,2705783330.3879633,15.498211588581023,6.20010831940094,435316285.710334,419348025.67208093,3007.5731334232805,78.952,4460707.0,19.84112287329526,60.98268410002648,10.124209833741896,7.999999987073124,288413656.4245063,273939182.01488715,132000000.0,141499047.0,769000000.0,672578844.0,1546.68666666667,72259242.58421,269156057.743639,39.12782296961122,8.780819961086308,1526604799.6768365,1058714111.4554532,3577.0603310539227
2015,Burundi,,79.16666666666666,20330.0,,,2.511336985091078,1.3205257777109287,30.684697299422158,-3.0,952454092.132763,952454092.132763,257.7413972707369,86.34525,3.476981,10.17777,78.139,3104003545.606752,3104003545.606752,11.766428689422685,-16.10000000000001,365230363.7109702,365230363.7109702,2450.6891588296126,79.31,4525904.0,19.502877492653475,64.12527005299208,8.676553788363533,-6.620046856977822,269320537.227281,269320537.227281,121000000.0,113735969.0,857000000.0,560585373.0,1571.89833333333,57299409.4848311,228765806.348199,49.37163595999162,0.3859892911779639,1532497330.722198,1532497330.722198,3498.0395270901186
2016,Burundi,,79.16666666666666,20330.0,,,0.7744170759393646,1.7278619789840373,31.54433612866061,-2.20000289877278,931500074.4963623,834186113.3329623,243.45709585023445,86.32186,3.478246,10.19989,78.483,3085379496.114106,2644487777.236928,12.207363090938903,-1.2999849361371503,360482424.0005287,322822224.8628114,2335.901054196804,79.528,4553883.0,16.063805289635688,63.319080185909606,9.361716450201865,1.2084656859777851,272575183.5049637,247569447.26516715,125000000.0,123028770.0,616000000.0,625328527.0,1654.62666666667,72852059.2762112,214720243.035689,47.6730845453259,0.7254634298488725,1543615038.4199977,1260708893.8329704,3399.2935874060568
2017,Burundi,,79.16666666666666,20330.0,,,0.2677913811165543,1.8118349569017238,28.54664700601706,0.2999971630472942,934294548.2936349,777492755.9973876,235.7645242518343,86.30987,3.472016,10.21812,78.7,3100806432.545411,2723586962.1868644,10.993130805306334,0.699998852460908,363005796.83185565,299407477.34947115,2278.4512562856025,79.628,4644148.0,9.157628540696377,59.0283925994518,,,,,172000000.0,149406419.0,755000000.0,783299128.0,1729.055,98048505.5759337,237650649.369895,49.33370561677631,0.5531178472607934,1552153048.6905003,1343646374.1421685,3307.802795990329
2018,Burundi,,79.16666666666666,20330.0,,,0.058789525943689816,1.7148988257517606,29.011900485457065,2.9999907124951477,962323297.9697925,773800245.3336846,234.77666039891372,86.17698,3.46357,10.35943,78.83,3150727413.6482,2667182198.9792466,11.107217029874494,2.4000319077410524,371718051.78276986,296249715.4228039,2293.7825110201475,79.639,4803010.0,7.391357340900603,61.121660118840104,,,,,180000000.0,169279447.0,793000000.0,793473582.0,1782.876875,104916140.906015,229181726.304011,49.114983234785946,0.7426831335658477,1563680627.5902526,1309986089.8698523,3182.1480606935233
2019,Burundi,,79.16666666666666,20330.0,,,0.27560464485060276,1.748358550957747,28.844389999617647,3.0999899993319247,992155223.9680972,743181153.9875698,234.0927823268116,86.0615,3.452964,10.48554,78.759,3207836406.2022386,2576518879.3988056,10.935980000869936,2.0999999999999943,379524130.87020797,281767589.36969155,2304.4147177125296,79.451,4990348.0,8.114917074219182,63.087866491857156,,,,,180000000.0,180681077.0,887000000.0,887108889.0,1845.62289069697,,,47.82754000065994,0.927171288628557,1578178625.4151163,1232285597.669019,3073.8736411955733
2020,Burundi,,79.16666666666666,20330.0,,,0.7337302264786395,1.606587135298812,28.624949999794723,2.8003600046857713,1019939142.0445004,758469649.86882,,86.09478,3.492677,10.41253,77.678,3218331064.1096926,2649680261.0109677,10.742950000078318,1.7600600024945834,386203983.2974697,284653825.602353,,78.487,5110212.0,13.671110394888512,66.8384085395385,,,,,162000000.0,172939532.0,909000000.0,1038940971.0,1915.04617583333,,,45.47970999988112,-1.698570855425828,1551372143.237255,1205066898.6318815,
2021,Burundi,,,,,,1.4554919566260136,1.6410359134697419,28.660219999786058,3.409368375829146,1054712624.6060686,795550013.3586417,,85.8503,3.619404,10.53029,78.215,3318099327.0554566,2775798697.1648517,10.599389999527041,2.992888802137088,397762639.06698704,294217729.5142932,,79.11,5332664.0,18.269699121351774,64.75996033408961,,,,,165000000.0,,1030000000.0,,1975.95088138768,,,44.80546000040959,2.936914103383586,1596934610.5079544,1243709374.950088,
2022,Burundi,,,,,,,,27.566713782405255,-0.7976727712392062,1046299469.1847637,847239427.587648,,,,,78.92,3379450983.5793076,3073414677.843855,10.637787756804505,3.156169560204816,410316702.4030866,326943330.3155062,,79.734,5573272.0,,,,,,,181000000.0,,1206000000.0,,2034.30663430472,,,45.373602242404544,3.1145231557579365,1646671508.7345374,1394518951.1845496,
1960,"Congo, Dem. Rep.",,,,,,,,,,,,,,,,,19168015346.299522,3359404117.647059,,,,,,,,,,,,,,480000000.0,,235000000.0,,1.7e-13,,,,,,,
1961,"Congo, Dem. Rep.",,11.049601905560088,250500.0,640.0,1.0,,,,,,,,,,,,17088021913.303947,3086746857.142857,,,,,,,,,,,,,,300000000.0,,200000000.0,,1.75e-13,,,,,,,
1962,"Congo, Dem. Rep.",,11.058423943009638,250700.0,670.0,1.046875,44.03708151220136,1.9702135261768803,,,,,,,,,,20710801750.40853,3779841428.571429,,,,,,,,18.27176838363825,62.67292026572221,,,,,341000000.0,,86000000.0,,2.1e-13,,,,,,,
1963,"Congo, Dem. Rep.",,11.071656999183961,251000.0,750.0,1.171875,,,,,,,,,,,,21790660910.41941,6213185742.574258,,,,,,,,,,,,,,459000000.0,384700000.0,131000000.0,237000000.0,2.525e-13,,,,,,,
1964,"Congo, Dem. Rep.",,11.084890055358285,251300.0,800.0,1.2539184952978055,,,,,,,,,,,,21258920068.02492,2881545272.727273,,,,,,,,,,,,,,318000000.0,342700000.0,87000000.0,288200000.0,5.5e-13,,,,,,,
1965,"Congo, Dem. Rep.",,11.093712092807834,251500.0,850.0,1.3364779874213837,4.554777998274196,2.9725605808671975,,,,,,,,,,21470945650.840332,4043901818.1818185,,,,,,,,8.129400313029677,69.42332208389917,,,,,306000000.0,334500000.0,97000000.0,320700000.0,5.5e-13,,,,,,,
1966,"Congo, Dem. Rep.",,11.102534130257382,251700.0,900.0,1.4150943396226416,,,,,,,,,,,,22925706417.553707,4532660181.818182,,,,,,,,,,,,,,424000000.0,467900000.0,104000000.0,340800000.0,5.5e-13,,,,,,,
1967,"Congo, Dem. Rep.",,11.115767186431706,252000.0,950.0,1.4913657770800628,,,,,,,,,,,,22699718865.976654,3384063371.7579155,,,,,,,,,,,,,,446000000.0,434900000.0,78000000.0,256000000.0,1.15666666666667e-12,,,,,,,
1968,"Congo, Dem. Rep.",,11.137822280055579,252500.0,980.0,1.53125,,,,,3533357477.799108,,,,,,,23683229236.619495,3909780538.922156,,,10952497319.846636,,,,,,,,,16724822299.525589,,570000000.0,504900000.0,103000000.0,309800000.0,1.67e-12,,,,,7764842388.674334,,
1969,"Congo, Dem. Rep.",,11.159877373679452,253000.0,1020.0,1.588785046728972,,,,0.4925453739001995,3550760866.5993643,,,,,,,25892599192.30401,5032434970.05988,,13.833243684974832,12467582963.691359,,,,,,,,10.668943964502859,18509184218.824654,,680000000.0,684200000.0,132000000.0,451600000.0,1.67e-12,,,,7.083678989227479,8314878897.507486,,
1970,"Congo, Dem. Rep.",,11.181932467303323,253500.0,1062.0,1.6490683229813663,3.2396865100498813,1.1161456698758159,,-13.460240057901146,3072819930.073079,,,,,,,25829147675.52253,4877684910.179642,,18.979924289908425,14833920770.981499,,,,,6.8059033615923425,75.02141995901509,,-7.734762702548835,17077542741.320948,,781000000.0,735400000.0,179000000.0,532799999.99999994,1.67e-12,,,,-25.793897419337654,6170147564.142252,,
1971,"Congo, Dem. Rep.",,11.203987560927196,254000.0,1062.0,1.6414219474497682,,,,2.707507493856383,3156016759.95252,,,,,,,27380192660.086773,5594770359.281438,,7.099332911271276,15887030190.307693,,,,,,,,5.675683598473682,18046810033.712433,,687000000.0,,203000000.0,,1.67e-12,,,,-20.86500331029964,4882746070.633598,,
1972,"Congo, Dem. Rep.",,11.226042654551069,254500.0,,,3.4119893200706257,0.8778744818916686,,1.5327296944495572,3204389965.994117,,,,,,,27421573854.940025,6173712814.371257,,0.28401857776113104,15932152307.502686,,,,,6.81268747039884,74.468749104874,,4.762339008938383,18906260307.81693,,738000000.0,737600000.0,208000000.0,766600000.0,1.67e-12,,,,-1.9490514484980679,4787578837.617432,,
1973,"Congo, Dem. Rep.",,11.248097748174942,255000.0,,,4.443133998256746,1.1110474102171055,,3.8049683579286295,3326315990.264833,,,,,,,29652942972.184155,7870239461.077845,,9.119908045998088,17385149947.695293,,,,,6.6556108509682135,73.27864451009177,,8.85837899407582,20581048499.48988,,1013000000.0,1000800000.0,251000000.0,781900000.0,1.67e-12,,,,10.55526929785529,5292920676.775082,,
1974,"Congo, Dem. Rep.",,11.270152841798813,255500.0,,,2.7635411316758627,1.0014008337331246,,1.9769359366391086,3392075126.442551,,,,,,,30581253817.649315,9596960179.64072,,6.5305130514096135,18520489434.036667,,,,,4.133589506580925,67.48657430610982,,8.245544630589222,22278068038.95853,,1381000000.0,1381100000.0,349000000.0,939800000.0,1.67e-12,,,,-0.627626480615092,5259700905.009689,,
1975,"Congo, Dem. Rep.",,11.270152841798813,255500.0,,,3.368914062205726,0.6725098253767958,,-1.48312415815532,3341766440.7795043,,,,,,,29057808595.67391,10237343173.652695,,-4.41032869724647,17703674973.65685,,,,,6.625929540449143,70.40754874541587,,-8.900788654195651,20295144286.57292,,865000000.0,864600000.0,300000000.0,932800000.0,1.67e-12,,,,-5.325159534890702,4979613440.759833,,
1976,"Congo, Dem. Rep.",,11.292207935422686,256000.0,,,5.128650766747782,1.2608597896825626,,5.328287198863919,3519825354.2594886,,,,,,,27515128932.64489,9648583224.992123,,-8.875703225157082,16132349323.048662,,,,,3.3273572563057,63.50669136714636,,-7.931852765686955,18685363323.17823,,944000000.0,809400000.0,224000000.0,840300000.0,2.64083333333333e-12,,,,10.605841970760352,5507743373.041563,,
1977,"Congo, Dem. Rep.",,11.30544099159701,256300.0,,,4.450087692862418,2.7651778992342115,,-3.2990068344380035,3403706075.2621865,,,,,,,27724462273.022907,12344424763.57268,,-2.007115973440719,15808554362.894497,,,,,4.150787212841484,68.91811960746725,,-2.1167318111850477,18289844293.681015,,989000000.0,1109900000.0,203000000.0,852100000.0,2.855e-12,,,,14.33557956130494,6297310306.316436,,
